Hotel Name,Original price,Price after discount,Tax,Rating,location,Rating(5)
Amnaya Resort Kuta,Rp 2.871.489,Rp 1.320.885,Inclusive of taxes,9,"Kuta, Bali",4.5
Prime Plaza Suites Sanur â Bali,Rp 1.741.300,Rp 1.305.975,Inclusive of taxes,8.6,"Sanur, Bali",4.3
Yan's House Hotel,Rp 2.975.000,Rp 952.000,Inclusive of taxes,9,"Kuta, Bali",4.5
Candi Beach Resort and Spa,Rp 3.970.800,Rp 2.382.480,Inclusive of taxes,8.7,"Candidasa, Bali",4.35
OYO 2225 Catur Adi Putra,Rp 179.318,Rp 139.868,Inclusive of taxes,7.9,"West Denpasar, Bali",3.95
Artotel Haniman Ubud,Rp 1.887.717,Rp 1.295.840,Inclusive of taxes,9,"Ubud, Bali",4.5
InterContinental Hotels BALI RESORT,Rp 5.145.998,Rp 3.859.423,Inclusive of taxes,8.9,"Jimbaran, Bali",4.45
Segara Village Hotel,Rp 1.839.165,Rp 1.524.239,Inclusive of taxes,8.7,"Sanur, Bali",4.35
Link Costel,Rp 333.335,Rp 250.001,Inclusive of taxes,8.1,"West Denpasar, Bali",4.05
Sari Villa Ubud,Rp 999.999,Rp 609.999,Inclusive of taxes,8.7,"Kedewatan, Bali",4.35
Dee Mansion,Rp 358.938,Rp 183.058,Inclusive of taxes,8.1,"West Denpasar, Bali",4.05
Dee Mansion,Rp 358.938,Rp 183.058,Inclusive of taxes,8.1,"West Denpasar, Bali",4.05
Villa Ambara Bali,Rp 6.496.875,Rp 5.197.500,Inclusive of taxes,n/a,"Canggu, Bali",#VALUE!
Puri Saron Seminyak,Rp 2.880.000,Rp 1.497.600,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
KajaNe Yangloni at Ubud Bali,Rp 1.784.500,Rp 1.338.375,Inclusive of taxes,9.1,"Ubud, Bali",4.55
The Leaf Jimbaran Luxury Villas,Rp 4.725.000,Rp 2.835.000,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
Aria Exclusive Villa & Spa,Rp 3.600.000,Rp 2.700.000,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Black Penny Villas Ubud,Rp 7.978.667,Rp 5.984.000,Inclusive of taxes,8.8,"Kedewatan, Bali",4.4
Komaneka at Monkey Forest,Rp 5.400.000,Rp 3.780.000,Inclusive of taxes,9.2,"Monkey Forest, Bali",4.6
Maya Ubud Resort & Spa,Rp 15.622.149,Rp 9.841.954,Inclusive of taxes,8.9,"Ubud, Bali",4.45
The Ayu Kintamani Villa at Toya Devasya,Rp 2.905.000,Rp 1.888.250,Inclusive of taxes,8.3,"Kintamani, Bali",4.15
Radisson Blu Bali Uluwatu,Rp 3.375.900,Rp 2.869.515,Inclusive of taxes,8.5,"Pecatu, Bali",4.25
The Sawah Villa,Rp 588.000,Rp 441.000,Inclusive of taxes,8.6,"Kemenuh, Bali",4.3
Hotel Mandari,Rp 380.000,Rp 285.000,Inclusive of taxes,8.6,"Singaraja, Bali",4.3
Graha Socio  Hotel Nusa Dua,Rp 1.641.751,Rp 816.751,Inclusive of taxes,n/a,"Nusa Dua, Bali",#VALUE!
Senetan Villas and Spa Resort,Rp 2.430.000,Rp 1.701.000,Inclusive of taxes,8.7,"Payangan, Bali",4.35
Legian Beach Hotel,Rp 3.082.556,Rp 2.115.992,Inclusive of taxes,8.4,"Legian, Bali",4.2
Bali Golden Elephant,Rp 540.000,Rp 270.000,Inclusive of taxes,7.9,"Jimbaran, Bali",3.95
BALQUISSE Heritage Hotel,Rp 1.620.000,Rp 1.296.000,Inclusive of taxes,9,"Jimbaran, Bali",4.5
Adhi Jaya Hotel,Rp 1.854.000,Rp 778.680,Inclusive of taxes,8.7,"Kuta, Bali",4.35
ibis Bali Legian Street,Rp 696.960,Rp 522.720,Inclusive of taxes,8.6,"Legian, Bali",4.3
Kampi Villas by Premier Hospitality Asia,Rp 6.120.000,Rp 3.060.000,Inclusive of taxes,7.6,"Nusa Dua Beach, Bali",3.8
Inna Sindhu Beach Hotel & Resort,Rp 1.197.000,Rp 897.750,Inclusive of taxes,8.6,"Sanur, Bali",4.3
Bintang Kuta Hotel,Rp 1.530.000,Rp 765.000,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Odika Lovina House and Villas,Rp 1.472.500,Rp 515.375,Inclusive of taxes,8.6,"Lovina, Bali",4.3
Kampung Cenik,Rp 728.333,Rp 546.250,Inclusive of taxes,8.9,"Legian, Bali",4.45
Ananta Legian Hotel,Rp 625.050,Rp 562.545,Inclusive of taxes,8,"Legian, Bali",4
Bali Mandira Beach Resort & Spa,Rp 5.890.000,Rp 4.417.500,Inclusive of taxes,8.3,"Legian, Bali",4.15
Komaneka at Rasa Sayang,Rp 2.700.000,Rp 1.890.000,Inclusive of taxes,9.1,"Monkey Forest, Bali",4.55
Hotel Grand Santhi,Rp 900.000,Rp 315.000,Inclusive of taxes,8,"West Denpasar, Bali",4
Grand Mirah Boutique Hotel,Rp 607.500,Rp 388.800,Inclusive of taxes,8.5,"East Denpasar, Bali",4.25
Ramayana Suites & Resort,Rp 1.710.000,Rp 1.248.300,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Keraton Jimbaran Resort,Rp 780.079,Rp 631.864,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
Inna Bali Heritage Hotel,Rp 693.000,Rp 381.150,Inclusive of taxes,8.3,"North Denpasar, Bali",4.15
Alam Sembuwuk Resort Ubud,Rp 765.000,Rp 367.200,Inclusive of taxes,8.5,"Tampaksiring, Bali",4.25
The Rinaya Canggu by ecommerceloka,Rp 1.544.013,Rp 783.693,Inclusive of taxes,8,"Canggu, Bali",4
Hideaway Villas Bali Uluwatu by Kanaan Hospitality,Rp 3.438.000,Rp 2.750.400,Inclusive of taxes,8.8,"Pecatu, Bali",4.4
Melasti Kuta Bungalows and Spa,Rp 850.000,Rp 280.500,Inclusive of taxes,7.9,"Kuta, Bali",3.95
Serela Legian by KAGUM Hotels,Rp 454.500,Rp 386.325,Inclusive of taxes,8.4,"Legian, Bali",4.2
Villa Harmony Residence,Rp 2.940.000,Rp 2.205.000,Inclusive of taxes,8,"Seminyak, Bali",4
Bali Sandy Resort,Rp 1.109.822,Rp 680.400,Inclusive of taxes,8,"Poppies, Bali",4
Wirton Seminyak Boutique Hotel,Rp 468.000,Rp 351.000,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Adi Assri Beach Resort & Spa,Rp 799.077,Rp 647.253,Inclusive of taxes,8.4,"Pemuteran, Bali",4.2
Goya Boutique Resort,Rp 6.850.994,Rp 5.001.226,Inclusive of taxes,8.8,"Ubud, Bali",4.4
OYO 1654 Maha Bharata Kuta Inn,Rp 357.452,Rp 178.726,Inclusive of taxes,7.8,"Legian, Bali",3.9
Mahagiri Resort Nusa Lembongan,Rp 1.099.156,Rp 754.540,Inclusive of taxes,8.8,"Nusa Lembongan, Bali",4.4
Yucca Villas,Rp 5.750.000,Rp 2.875.000,Inclusive of taxes,9.2,"Canggu, Bali",4.6
Grand La Walon Hotel,Rp 630.000,Rp 504.000,Inclusive of taxes,8.7,"Legian, Bali",4.35
Beautiful Bali Villas,Rp 3.120.300,Rp 2.496.240,Inclusive of taxes,8.6,"Legian, Bali",4.3
Bali Rani Hotel,Rp 2.250.000,Rp 945.000,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Lasanti Villas and Spa Seminyak,Rp 2.936.000,Rp 1.556.080,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
Kuta Central Park Hotel,Rp 1.794.000,Rp 717.600,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Ubud Hills Villa and Resort,Rp 4.440.000,Rp 1.514.928,Inclusive of taxes,8.7,"Tegallalang, Bali",4.35
Nusa Majesty,Rp 625.500,Rp 375.300,Inclusive of taxes,8.4,"Nusa Penida, Bali",4.2
Jas Boutique Villas,Rp 4.095.000,Rp 1.269.450,Inclusive of taxes,8.5,"Seminyak, Bali",4.25
Coco De Heaven,Rp 450.000,Rp 202.500,Inclusive of taxes,8.1,"Jimbaran, Bali",4.05
Adiwana Dara Ayu Villas,Rp 3.820.431,Rp 3.094.549,Inclusive of taxes,8.6,"Payangan, Bali",4.3
The Magani Hotel and Spa,Rp 1.455.345,Rp 1.353.471,Inclusive of taxes,8.5,"Legian, Bali",4.25
Bayad Ubud Bali Villa,Rp 1.773.334,Rp 1.330.001,Inclusive of taxes,8,"Payangan, Bali",4
Kubu GWK Resort,Rp 1.755.000,Rp 614.250,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
"The Lokha Ubud Resort, Villas & Spa",Rp 1.681.569,Rp 870.400,Inclusive of taxes,8.8,"Payangan, Bali",4.4
Wina Holiday Villa Kuta Bali,Rp 917.563,Rp 743.226,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Gending Kedis Luxury Villas & Spa Estate,Rp 11.340.000,Rp 6.463.800,Inclusive of taxes,8.7,"Jimbaran, Bali",4.35
Plagoo Holiday Hotel,Rp 669.031,Rp 459.285,Inclusive of taxes,8.3,"Nusa Dua, Bali",4.15
Nesa Sanur,Rp 710.285,Rp 484.877,Inclusive of taxes,8.3,"Sanur, Bali",4.15
Hotel Sorga Cottages Kuta,Rp 238.621,Rp 208.249,Inclusive of taxes,8,"Poppies, Bali",4
Argya Santi Resort,Rp 660.000,Rp 495.000,Inclusive of taxes,8.7,"Jimbaran, Bali",4.35
The Diana Suite Hotel,Rp 710.775,Rp 355.388,Inclusive of taxes,8.7,"Tuban, Bali",4.35
Rantun's Place,Rp 836.104,Rp 568.551,Inclusive of taxes,8,"Nusa Dua Beach, Bali",4
Tropico Jimbaran Bali,Rp 323.760,Rp 226.632,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
Gana Hotel & Restaurant,Rp 1.260.000,Rp 630.000,Inclusive of taxes,8.9,"Monkey Forest, Bali",4.45
Peppers Seminyak,Rp 15.246.000,Rp 11.434.500,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Taman Harum Cottages,Rp 1.759.500,Rp 1.055.700,Inclusive of taxes,8.2,"Ubud, Bali",4.1
Mutiara Bali Boutique Resort Villas and Spa,Rp 1.811.350,Rp 905.675,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
OYO 1200 Kencana Residence,Rp 257.643,Rp 200.962,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
The Hill Ungasan Bukit Jimbaran,Rp 630.000,Rp 214.200,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
Karang Lila Bhuana Ubud,Rp 682.521,Rp 511.891,Inclusive of taxes,9.3,"Ubud, Bali",4.65
The Alantara Sanur,Rp 1.362.060,Rp 934.973,Inclusive of taxes,8.8,"Sanur, Bali",4.4
Destiny Boutique Hotel,Rp 1.449.459,Rp 565.289,Inclusive of taxes,8.4,"Seminyak, Bali",4.2
Kuwarasan A Pramana Experience,Rp 2.439.000,Rp 1.829.250,Inclusive of taxes,9,"Tegallalang, Bali",4.5
OYO 2184 Nan Berlian Inn,Rp 228.042,Rp 143.666,Inclusive of taxes,7,"Legian, Bali",3.5
Tanadewa Resort & Spa Ubud,Rp 3.972.152,Rp 1.866.911,Inclusive of taxes,8.7,"Ubud, Bali",4.35
Dinara Ubud,Rp 2.923.044,Rp 1.153.153,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Samuh Ocean Sunset Hotel by WizZeLa,Rp 1.099.687,Rp 769.781,Inclusive of taxes,8.1,"Nusa Penida, Bali",4.05
Omatha Village,Rp 612.000,Rp 336.600,Inclusive of taxes,8.7,"East Denpasar, Bali",4.35
The Awan Villas,Rp 4.652.458,Rp 1.628.360,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
Alam Kulkul Boutique Resort,Rp 1.783.710,Rp 981.041,Inclusive of taxes,8.4,"Legian, Bali",4.2
"Abian Srama Hotel, Massage And Spa",Rp 173.333,Rp 130.000,Inclusive of taxes,7.5,"Sanur, Bali",3.75
Astagina Resort Villa and Spa,Rp 3.402.936,Rp 1.692.918,Inclusive of taxes,8.4,"Legian, Bali",4.2
Pondok Anyar Hotel,Rp 517.500,Rp 258.750,Inclusive of taxes,8,"Kuta, Bali",4
"FuramaXclusive Resort & Villas, Ubud",Rp 1.350.000,Rp 796.500,Inclusive of taxes,8.5,"Abiansemal, Bali",4.25
Nata Ubud,Rp 1.440.000,Rp 921.600,Inclusive of taxes,8.4,"Ubud, Bali",4.2
The Bandha Hotel & Suites,Rp 5.687.147,Rp 3.903.924,Inclusive of taxes,8.9,"Legian, Bali",4.45
Hotel Terrace at Kuta,Rp 757.052,Rp 459.000,Inclusive of taxes,8.7,"Legian, Bali",4.35
Dedary Resort Ubud,Rp 2.400.000,Rp 1.560.000,Inclusive of taxes,8.7,"Tegallalang, Bali",4.35
Adelia Residence,Rp 121.021,Rp 90.766,Inclusive of taxes,8.1,"West Denpasar, Bali",4.05
La Berceuse Resort and Villa Nusa Dua by Taritiya Collection,Rp 2.153.844,Rp 1.184.614,Inclusive of taxes,8.5,"Nusa Dua, Bali",4.25
Collection O 91300 Sunny Side Villa,Rp 304.486,Rp 237.499,Inclusive of taxes,n/a,"Seminyak, Bali",#VALUE!
Kutus Kutus Mas Ubud Villa,Rp 1.098.000,Rp 549.000,Inclusive of taxes,9.1,"Ubud, Bali",4.55
Aniniraka Resort And Spa,Rp 835.248,Rp 765.000,Inclusive of taxes,8.5,"Sayan, Bali",4.25
Vico Hotel,Rp 178.860,Rp 134.145,Inclusive of taxes,7.7,"Tanjung Benoa, Bali",3.85
Segara Sadhu Inn Kuta,Rp 270.000,Rp 118.800,Inclusive of taxes,8,"Poppies, Bali",4
SenS Hotel and Spa,Rp 1.913.151,Rp 1.412.763,Inclusive of taxes,8.9,"Ubud, Bali",4.45
Atta Mesari Ubud,Rp 3.285.799,Rp 1.642.900,Inclusive of taxes,8.5,"Ubud, Bali",4.25
Anja Jimbaran,Rp 1.850.980,Rp 1.499.294,Inclusive of taxes,8.6,"Jimbaran, Bali",4.3
The Pari Sudha,Rp 1.554.798,Rp 932.879,Inclusive of taxes,8.7,"Ubud, Bali",4.35
Natya Tanah Lot,Rp 1.826.532,Rp 1.187.246,Inclusive of taxes,8.9,"Tanah Lot, Bali",4.45
Manta Cottage Sea View Plus,Rp 1.000.000,Rp 750.000,Inclusive of taxes,8.4,"Nusa Penida, Bali",4.2
Tira Vilagna Suites & Spa,Rp 7.830.000,Rp 5.872.500,Inclusive of taxes,9.4,"Kintamani, Bali",4.7
The Niche Bali,Rp 440.000,Rp 330.000,Inclusive of taxes,8.3,"Legian, Bali",4.15
Samana Residence Denpasar,Rp 390.000,Rp 292.500,Inclusive of taxes,8.3,"South Denpasar, Bali",4.15
The Akasha Boutique Hotel,Rp 3.291.861,Rp 3.015.001,Inclusive of taxes,n/a,"Seminyak, Bali",#VALUE!
Fourteen Roses Boutique Hotel Kuta,Rp 810.000,Rp 518.400,Inclusive of taxes,8.1,"Legian, Bali",4.05
Fourteen Roses Boutique Hotel Kuta,Rp 810.000,Rp 518.400,Inclusive of taxes,8.1,"Legian, Bali",4.05
The Tiing Tejakula Villas,Rp 1.951.200,Rp 1.463.400,Inclusive of taxes,8.7,"Tejakula, Bali",4.35
Sunrise Hotel Sanur,Rp 378.000,Rp 189.000,Inclusive of taxes,7.5,"Sanur, Bali",3.75
M BOX SEMINYAK,Rp 133.333,Rp 100.000,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
OYO 1670 Likko Inn,Rp 282.831,Rp 220.608,Inclusive of taxes,7.9,"North Denpasar, Bali",3.95
Avani Seminyak Bali Resort,Rp 2.747.959,Rp 2.335.765,Inclusive of taxes,n/a,"Seminyak, Bali",#VALUE!
Yulia Beach Inn Kuta,Rp 994.500,Rp 358.020,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Chillin Kuta Homestay,Rp 215.552,Rp 191.841,Inclusive of taxes,8.3,"Tuban, Bali",4.15
Villa Puri Ayu,Rp 983.367,Rp 577.089,Inclusive of taxes,8.5,"Sanur, Bali",4.25
The Nani,Rp 1.668.000,Rp 1.251.000,Inclusive of taxes,8.4,"Ubud, Bali",4.2
Nirmala Hotel Jimbaran,Rp 554.400,Rp 230.076,Inclusive of taxes,7.5,"Jimbaran, Bali",3.75
Eden The Residence,Rp 11.262.627,Rp 7.899.468,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Zest Legian by Swiss-Belhotel International,Rp 606.667,Rp 455.000,Inclusive of taxes,9,"Legian, Bali",4.5
Airis Luxury Villas & Spa,Rp 2.600.000,Rp 1.716.000,Inclusive of taxes,8.4,"Ungasan, Bali",4.2
Alindra Villa,Rp 2.610.000,Rp 1.539.900,Inclusive of taxes,8.4,"Jimbaran, Bali",4.2
Hotel Sentral Bali,Rp 196.267,Rp 147.200,Inclusive of taxes,7.8,"Singaraja, Bali",3.9
La Cabane Bali,Rp 3.510.000,Rp 2.632.500,Inclusive of taxes,9.2,"Jimbaran, Bali",4.6
Adi Dharma Hotel Kuta,Rp 1.020.000,Rp 663.000,Inclusive of taxes,8.5,"Kuta, Bali",4.25
MATHIS Retreat,Rp 2.842.609,Rp 2.131.957,Inclusive of taxes,n/a,"Kedewatan, Bali",#VALUE!
Cicada Luxury Townhouses,Rp 4.207.536,Rp 3.671.999,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
OYO 90291 Vin Stay Petanu,Rp 499.255,Rp 389.419,Inclusive of taxes,7.4,"South Denpasar, Bali",3.7
Amadea Resort & Villas Seminyak Bali,Rp 5.272.307,Rp 3.427.000,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
Adikara Renon,Rp 371.565,Rp 182.067,Inclusive of taxes,8.4,"South Denpasar, Bali",4.2
Kedin's Inn,Rp 330.000,Rp 247.500,Inclusive of taxes,8.3,"Poppies, Bali",4.15
The Bali Dream Villa Seminyak,Rp 3.793.724,Rp 2.835.002,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Home 21 Bali,Rp 1.091.426,Rp 545.713,Inclusive of taxes,8.5,"Sanur, Bali",4.25
The Salila Beach Resort Seminyak Bali,Rp 3.150.000,Rp 2.520.000,Inclusive of taxes,9,"Seminyak, Bali",4.5
Ramayana Candidasa,Rp 3.893.750,Rp 1.199.275,Inclusive of taxes,8.7,"Candidasa, Bali",4.35
Ossotel Legian,Rp 2.045.188,Rp 934.184,Inclusive of taxes,8.9,"Legian, Bali",4.45
Easton Kuta,Rp 583.334,Rp 175.000,Inclusive of taxes,7.9,"Tuban, Bali",3.95
Kak Garden Inn,Rp 340.000,Rp 187.000,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Visual Inn,Rp 220.313,Rp 165.235,Inclusive of taxes,9.3,"Nusa Penida, Bali",4.65
The Kanjeng Hotel Kuta,Rp 269.304,Rp 218.136,Inclusive of taxes,5.6,"Kuta, Bali",2.8
Restu Bali Hotel,Rp 141.067,Rp 105.800,Inclusive of taxes,8.4,"Legian, Bali",4.2
The Alley City Hotel,Rp 320.000,Rp 240.000,Inclusive of taxes,8.3,"Sanur, Bali",4.15
Dhyana Pura City Hotel,Rp 315.000,Rp 163.800,Inclusive of taxes,8.3,"Mengwi, Bali",4.15
The Bale Villas Nusa Dua,Rp 8.419.500,Rp 5.893.650,Inclusive of taxes,8.5,"Nusa Dua Beach, Bali",4.25
Wide Sands Beach Retreat,Rp 1.340.000,Rp 710.200,Inclusive of taxes,8.6,"Mendoyo, Bali",4.3
Avisara Villa And Guesthouse,Rp 965.988,Rp 434.695,Inclusive of taxes,8.8,"Nusa Dua, Bali",4.4
Awatara Boutique Resort,Rp 985.765,Rp 542.171,Inclusive of taxes,n/a,"Kedewatan, Bali",#VALUE!
Matahari House,Rp 450.000,Rp 202.500,Inclusive of taxes,8.2,"Kuta, Bali",4.1
Sebrang Hill Bungalow,Rp 300.000,Rp 225.000,Inclusive of taxes,9.3,"Nusa Penida, Bali",4.65
OYO 91204 Napura Homestay,Rp 216.310,Rp 168.722,Inclusive of taxes,8.2,"West Denpasar, Bali",4.1
Hidden Hills Villas,Rp 11.052.903,Rp 8.289.677,Inclusive of taxes,9,"Pecatu, Bali",4.5
Hotel Gran Surya,Rp 549.019,Rp 411.764,Inclusive of taxes,8.3,"Seririt, Bali",4.15
The Carik Bisma Ubud,Rp 810.000,Rp 437.400,Inclusive of taxes,n/a,"Monkey Forest, Bali",#VALUE!
The Haere â By Astadala,Rp 2.700.000,Rp 1.890.000,Inclusive of taxes,8.2,"Seminyak, Bali",4.1
Rama Residence Padma,Rp 3.057.933,Rp 1.333.801,Inclusive of taxes,8.9,"Legian, Bali",4.45
Batukaru Garden 5 Bali Sevilla Residence,Rp 253.200,Rp 189.900,Inclusive of taxes,8.9,"Canggu, Bali",4.45
Grandmas Plus Hotel Airport,Rp 3.555.555,Rp 1.564.444,Inclusive of taxes,8.8,"Tuban, Bali",4.4
Nirwana Beach & Resort,Rp 2.208.960,Rp 1.656.720,Inclusive of taxes,8.7,"Candidasa, Bali",4.35
Villa Essence Seminyak,Rp 5.066.667,Rp 3.800.000,Inclusive of taxes,n/a,"Seminyak, Bali",#VALUE!
Ila Villa Ubud,Rp 696.667,Rp 522.500,Inclusive of taxes,8.6,"Ubud, Bali",4.3
Cozy Residence Wedasari Bali,Rp 202.400,Rp 101.200,Inclusive of taxes,8,"West Denpasar, Bali",4
OYO 2280 Wisma Guntur Ii,Rp 139.949,Rp 109.160,Inclusive of taxes,8.2,"East Denpasar, Bali",4.1
Febri's Hotel & Spa,Rp 795.340,Rp 596.505,Inclusive of taxes,8.8,"Kuta, Bali",4.4
OYO 1489 Simona Hotel,Rp 222.756,Rp 140.336,Inclusive of taxes,6.9,"Canggu, Bali",3.45
Hotel Vila Lumbung,Rp 1.170.000,Rp 924.300,Inclusive of taxes,8.1,"Seminyak, Bali",4.05
Villa Mandi Ubud,Rp 1.745.000,Rp 325.093,Inclusive of taxes,8.3,"Ubud, Bali",4.15
Grand Asahan House,Rp 202.667,Rp 152.000,Inclusive of taxes,8.3,"West Denpasar, Bali",4.15
Taman Surgawi Resort & Spa,Rp 780.000,Rp 585.000,Inclusive of taxes,8.8,"Amlapura, Bali",4.4
Hotel Gianyar,Rp 190.000,Rp 142.500,Inclusive of taxes,8,"Gianyar Kota, Bali",4
Swahita Ubud,Rp 1.339.255,Rp 1.049.999,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Bali Summer Hotel,Rp 560.461,Rp 253.126,Inclusive of taxes,7.7,"Kuta, Bali",3.85
Amalfi Hotel Seminyak,Rp 824.367,Rp 667.737,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
OYO 1433 Homestay Rumahku,Rp 353.844,Rp 222.922,Inclusive of taxes,7.8,"Kuta, Bali",3.9
Taman Ayu 212,Rp 411.667,Rp 308.750,Inclusive of taxes,8.6,"South Denpasar, Bali",4.3
Cattleya Pool Suite - Seminyak by Marbella,Rp 1.235.000,Rp 926.250,Inclusive of taxes,8.4,"Seminyak, Bali",4.2
Sea Terras Suite And Luxury,Rp 1.305.000,Rp 717.750,Inclusive of taxes,8.7,"Nusa Penida, Bali",4.35
Legian Paradiso Hotel,Rp 619.230,Rp 393.335,Inclusive of taxes,8,"Legian, Bali",4
Jayâs Villa Umalas,Rp 1.800.000,Rp 936.000,Inclusive of taxes,8.2,"Umalas, Bali",4.1
"Alam Ubud Culture, Environment Villas & Residences",Rp 3.600.000,Rp 1.260.000,Inclusive of taxes,8.6,"Tegallalang, Bali",4.3
Suites by Watermark Hotel and Spa,Rp 3.070.010,Rp 1.535.005,Inclusive of taxes,9,"Jimbaran, Bali",4.5
Hotel Mahajaya,Rp 241.190,Rp 209.835,Inclusive of taxes,7.7,"North Denpasar, Bali",3.85
OYO 90690 Pondok Dukuh,Rp 126.922,Rp 98.999,Inclusive of taxes,n/a,"Nusa Dua, Bali",#VALUE!
OYO 1051 De Loran Hotel,Rp 540.573,Rp 421.647,Inclusive of taxes,8.5,"Seririt, Bali",4.25
Jimbarwana Hotel,Rp 696.667,Rp 522.500,Inclusive of taxes,n/a,"Negara, Bali",#VALUE!
The Aromas of Bali Hotel & Residence,Rp 434.380,Rp 360.000,Inclusive of taxes,7.6,"Legian, Bali",3.8
Visesa Ubud Resort,Rp 3.904.251,Rp 2.329.251,Inclusive of taxes,8.9,"Ubud, Bali",4.45
Nusabay Menjangan WHM,Rp 3.572.346,Rp 1.250.321,Inclusive of taxes,9.3,"Menjangan, Bali",4.65
Arana Suite,Rp 2.329.200,Rp 1.164.600,Inclusive of taxes,9,"Legian, Bali",4.5
Dea Graha,Rp 226.667,Rp 170.000,Inclusive of taxes,8.1,"South Denpasar, Bali",4.05
Taman Dharmawangsa Suites,Rp 3.178.058,Rp 1.645.000,Inclusive of taxes,n/a,"Nusa Dua, Bali",#VALUE!
Jani's Place Cottage,Rp 2.024.000,Rp 769.120,Inclusive of taxes,8.9,"Monkey Forest, Bali",4.45
Taksu Nusa Dua Guest House,Rp 300.000,Rp 225.000,Inclusive of taxes,8.3,"Nusa Dua Beach, Bali",4.15
OYO 1848 TB'S Homestay,Rp 298.959,Rp 188.344,Inclusive of taxes,7.8,"Sanur, Bali",3.9
OYO 3975 Gita Inn,Rp 220.081,Rp 138.651,Inclusive of taxes,7.4,"North Denpasar, Bali",3.7
diAtas by Art Cafe Bumbu Bali,Rp 733.332,Rp 549.999,Inclusive of taxes,8.2,"Nusa Dua, Bali",4.1
Askara Villa,Rp 1.805.000,Rp 1.660.600,Inclusive of taxes,n/a,"Canggu, Bali",#VALUE!
My Home @ Bali by Conary,Rp 294.000,Rp 220.500,Inclusive of taxes,8.4,"Kuta, Bali",4.2
OYO 3156 Hotel Warta Dua,Rp 197.997,Rp 98.999,Inclusive of taxes,7.5,"North Denpasar, Bali",3.75
Nugraha Lovina Seaview Resort and Spa,Rp 1.852.500,Rp 1.204.125,Inclusive of taxes,8.8,"Lovina, Bali",4.4
Rijasa Agung Resort & Villas,Rp 1.766.667,Rp 1.325.000,Inclusive of taxes,8.8,"Payangan, Bali",4.4
Collection O 91125 Puri Dewa Bharata,Rp 251.674,Rp 158.555,Inclusive of taxes,7,"Jimbaran, Bali",3.5
Kori Maharani Villas,Rp 906.572,Rp 622.404,Inclusive of taxes,8.3,"Gianyar Kota, Bali",4.15
The Seiryu Boutique Villas,Rp 4.636.979,Rp 3.755.953,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
The Bali Dream Villa Canggu - CHSE Certified,Rp 5.146.819,Rp 3.465.001,Inclusive of taxes,n/a,"Canggu, Bali",#VALUE!
Balam Bali Villa,Rp 628.101,Rp 389.423,Inclusive of taxes,8.9,"Mengwi, Bali",4.45
SPOT ON 2426 Hotel Aget Jaya Ii,Rp 124.137,Rp 96.827,Inclusive of taxes,7.4,"South Denpasar, Bali",3.7
Kimono Hotel,Rp 337.500,Rp 168.750,Inclusive of taxes,7.1,"Kuta, Bali",3.55
Agata Villas,Rp 9.161.796,Rp 3.226.541,Inclusive of taxes,7.3,"Seminyak, Bali",3.65
Puri Bali Lovina,Rp 753.333,Rp 565.000,Inclusive of taxes,8.5,"Lovina, Bali",4.25
Vije Boutique Resort and Spa,Rp 1.900.000,Rp 1.235.000,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Kejora Suites,Rp 2.580.000,Rp 1.935.000,Inclusive of taxes,7.4,"Sanur, Bali",3.7
Villa Kumuda By Nakula,Rp 4.640.625,Rp 3.712.500,Inclusive of taxes,n/a,"Canggu, Bali",#VALUE!
Sumberkima Hill Private Villa Retreat,Rp 931.231,Rp 852.911,Inclusive of taxes,8.7,"Menjangan, Bali",4.35
Core Hotel Benoa,Rp 631.800,Rp 385.398,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
